symbol	Ensembl_Gene	Ensembl_nuc	five_utr_written	cds_written	three_utr_written	error
ASTE1	ENSG00000034533.14	ENST00000264992.8	True	True	True	
COMMD5	ENSG00000170619.12	ENST00000305103.4	True	True	True	
MACROD1	ENSG00000133315.14	ENST00000255681.7	True	True	True	
HIPK2	ENSG00000064393.18	ENST00000406875.8	True	True	True	
MRPL13	ENSG00000172172.10	ENST00000306185.8	True	True	True	
KLF15	ENSG00000163884.6	ENST00000296233.4	True	True	True	
SLC43A3	ENSG00000134802.20	ENST00000395124.6	True	True	True	
ATAD2	ENSG00000156802.15	ENST00000287394.10	True	True	True	
HAPSTR1	ENSG00000182831.14	ENST00000327827.12	True	True	True	
FAM156A	ENSG00000268350.10	ENST00000622447.5	True	True	True	
TMEM230	ENSG00000089063.18	ENST00000202834.12	True	True	True	
WDR91	ENSG00000105875.17	ENST00000354475.5	True	True	True	
ZCCHC4	ENSG00000168228.18	ENST00000302874.9	True	True	True	
ZC3H7A	ENSG00000122299.13	ENST00000355758.9	True	True	True	
ZBTB44	ENSG00000196323.16	ENST00000357899.9	True	True	True	
CFAP263	ENSG00000103021.12	ENST00000219299.8	True	True	True	
C1GALT1C1	ENSG00000171155.10	ENST00000304661.6	True	True	True	
SETD2	ENSG00000181555.24	ENST00000409792.4	True	True	True	
MRPL18	ENSG00000112110.12	ENST00000367034.5	True	True	True	
NDUFAF4	ENSG00000123545.8	ENST00000316149.8	True	True	True	
MED4	ENSG00000136146.17	ENST00000258648.7	True	True	True	
CCDC59	ENSG00000133773.14	ENST00000256151.8	True	True	True	
METTL5	ENSG00000138382.17	ENST00000260953.10	True	True	True	
CHMP4A	ENSG00000254505.13	ENST00000347519.12	True	True	True	
GTPBP8	ENSG00000163607.20	ENST00000383678.8	True	True	True	
PHPT1	ENSG00000054148.20	ENST00000247665.12	True	True	True	
BABAM1	ENSG00000105393.18	ENST00000598188.6	True	True	True	
THYN1	ENSG00000151500.17	ENST00000341541.8	True	True	True	
MRPL15	ENSG00000137547.11	ENST00000260102.9	True	True	True	
UBE2T	ENSG00000077152.14	ENST00000646651.1	True	True	True	
TIMM21	ENSG00000075336.14	ENST00000169551.11	True	True	True	
STXBP6	ENSG00000168952.18	ENST00000323944.10	True	True	True	
MRPL22	ENSG00000082515.20	ENST00000523037.6	True	True	True	
LGALSL	ENSG00000119862.15	ENST00000238875.10	True	True	True	
ORMDL2	ENSG00000123353.12	ENST00000243045.10	True	True	True	
CNIH4	ENSG00000143771.14	ENST00000465271.6	True	True	True	
RANGRF	ENSG00000108961.16	ENST00000226105.11	True	True	True	
COMMD9	ENSG00000110442.14	ENST00000263401.10	True	True	True	
TMEM208	ENSG00000168701.20	ENST00000304800.14	True	True	True	
SSU72	ENSG00000160075.14	ENST00000291386.4	True	True	True	
DROSHA	ENSG00000113360.19	ENST00000344624.8	True	True	True	
DNAJC15	ENSG00000120675.8	ENST00000379221.4	True	True	True	
HEMK2	ENSG00000156239.14	ENST00000303775.10	True	True	True	
CFAP20	ENSG00000070761.10	ENST00000262498.8	True	True	True	
SCG3	ENSG00000104112.11	ENST00000220478.8	True	True	True	
NXT1	ENSG00000132661.6	ENST00000254998.3	True	True	True	
PYCARD	ENSG00000103490.15	ENST00000247470.10	True	True	True	
FHOD1	ENSG00000135723.16	ENST00000258201.9	True	True	True	
TBK1	ENSG00000183735.13	ENST00000331710.10	True	True	True	
C6orf15	ENSG00000204542.4	ENST00000259870.4	True	True	True	
TAGLN3	ENSG00000144834.16	ENST00000478951.6	True	True	True	
SAP30BP	ENSG00000161526.17	ENST00000584667.6	True	True	True	
MYLIP	ENSG00000007944.17	ENST00000356840.8	True	True	True	
BRD7	ENSG00000166164.18	ENST00000394688.8	True	True	True	
DDX25	ENSG00000109832.16	ENST00000263576.11	True	True	True	
CTNNA3	ENSG00000183230.19	ENST00000433211.7	True	True	True	
CLEC2D	ENSG00000069493.16	ENST00000290855.11	True	True	True	
PRSS50	ENSG00000283706.2	ENST00000315170.13	True	True	True	
ANKRD11	ENSG00000167522.19	ENST00000301030.10	True	True	True	
LGALS13	ENSG00000105198.13	ENST00000221797.5	True	True	True	
C11orf21	ENSG00000110665.14	ENST00000381153.8	True	True	True	
CD274	ENSG00000120217.15	ENST00000381577.4	True	True	True	
RACGAP1	ENSG00000161800.15	ENST00000312377.10	True	True	True	
UHRF1	ENSG00000276043.7	ENST00000650932.1	True	True	True	
BLNK	ENSG00000095585.20	ENST00000224337.10	True	True	True	
USP25	ENSG00000155313.18	ENST00000400183.7	True	True	True	
PACSIN3	ENSG00000165912.18	ENST00000298838.11	True	True	True	
TMOD4	ENSG00000163157.17	ENST00000295314.9	True	True	True	
TMOD3	ENSG00000138594.16	ENST00000308580.12	True	True	True	
TMOD2	ENSG00000128872.12	ENST00000249700.9	True	True	True	
CARD10	ENSG00000100065.17	ENST00000251973.10	True	True	True	
ABT1	ENSG00000146109.7	ENST00000274849.3	True	True	True	
PARVB	ENSG00000188677.16	ENST00000338758.12	True	True	True	
NCAPH2	ENSG00000025770.21	ENST00000420993.7	True	True	True	
CYP2S1	ENSG00000167600.16	ENST00000310054.9	True	True	True	
OLA1	ENSG00000138430.18	ENST00000284719.8	True	True	True	
UQCR10	ENSG00000184076.15	ENST00000330029.6	True	True	True	
YPEL1	ENSG00000100027.18	ENST00000339468.8	True	True	True	
ZDHHC1	ENSG00000159714.14	ENST00000565726.3	True	True	True	
ZDHHC8	ENSG00000099904.18	ENST00000334554.12	True	True	True	
VPREB3	ENSG00000128218.9	ENST00000248948.4	True	True	True	
REPIN1	ENSG00000214022.14	ENST00000489432.7	True	True	True	
GRHL1	ENSG00000134317.19	ENST00000324907.14	True	True	True	
TFCP2L1	ENSG00000115112.10	ENST00000263707.6	True	True	True	
SENP1	ENSG00000079387.17	ENST00000549518.6	True	True	True	
TFPT	ENSG00000105619.16	ENST00000391759.6	True	True	True	
TRPM5	ENSG00000070985.15	ENST00000696290.1	True	True	True	
ICOS	ENSG00000163600.15	ENST00000316386.11	True	True	True	
UBN1	ENSG00000118900.17	ENST00000262376.11	True	True	True	
ALG5	ENSG00000120697.12	ENST00000239891.4	True	True	True	
NPC1L1	ENSG00000015520.17	ENST00000381160.8	True	True	True	
ANAPC2	ENSG00000176248.11	ENST00000323927.3	True	True	True	
CNOT7	ENSG00000198791.14	ENST00000361272.9	True	True	True	
SNX8	ENSG00000106266.13	ENST00000222990.8	True	True	True	
SNX10	ENSG00000086300.19	ENST00000338523.9	True	True	True	
STRN4	ENSG00000090372.16	ENST00000263280.11	True	True	True	
GNL2	ENSG00000134697.15	ENST00000373062.8	True	True	True	
RBM15B	ENSG00000259956.2	ENST00000563281.2	True	True	True	
PSMC3IP	ENSG00000131470.16	ENST00000393795.8	True	True	True	
CPSF1	ENSG00000071894.19	ENST00000616140.2	True	True	True	
MYL11	ENSG00000180209.14	ENST00000322861.12	True	True	True	
TRA2A	ENSG00000164548.14	ENST00000297071.9	True	True	True	
GPSM2	ENSG00000121957.17	ENST00000264126.9	True	True	True	
SAC3D1	ENSG00000168061.18	ENST00000652489.1	True	True	True	
FAM216A	ENSG00000204856.14	ENST00000377673.10	True	True	True	
CCDC106	ENSG00000173581.10	ENST00000586790.6	True	True	True	
EEF2K	ENSG00000103319.14	ENST00000263026.10	True	True	True	
ST8SIA5	ENSG00000101638.16	ENST00000315087.12	True	True	True	
SNX15	ENSG00000110025.15	ENST00000377244.8	True	True	True	
GPR171	ENSG00000174946.7	ENST00000309180.6	True	True	True	
HOOK2	ENSG00000095066.14	ENST00000397668.8	True	True	True	
UBIAD1	ENSG00000120942.15	ENST00000376810.6	True	True	True	
HCFC2	ENSG00000111727.14	ENST00000229330.9	True	True	True	
SNX11	ENSG00000002919.17	ENST00000359238.7	True	True	True	
RMC1	ENSG00000141452.13	ENST00000269221.8	True	True	True	
PYCR2	ENSG00000143811.22	ENST00000343818.11	True	True	True	
NME7	ENSG00000143156.16	ENST00000367811.8	True	True	True	
HILPDA	ENSG00000135245.12	ENST00000257696.5	True	True	True	
EPN1	ENSG00000063245.17	ENST00000270460.11	True	True	True	
GMPPB	ENSG00000173540.16	ENST00000308388.7	True	True	True	
GMPPA	ENSG00000144591.22	ENST00000313597.10	True	True	True	
SEC61A1	ENSG00000058262.13	ENST00000243253.8	True	True	True	
TIMM22	ENSG00000177370.7	ENST00000327158.5	True	True	True	
ALG6	ENSG00000088035.20	ENST00000263440.6	True	True	True	
PCDHB1	ENSG00000171815.6	ENST00000306549.6	True	True	True	
GPR132	ENSG00000183484.14	ENST00000329797.8	True	True	True	
SNX12	ENSG00000147164.14	ENST00000374274.8	True	True	True	
RPA4	ENSG00000204086.4	ENST00000373040.4	True	True	True	
NENF	ENSG00000117691.12	ENST00000366988.5	True	True	True	
DSE	ENSG00000111817.21	ENST00000644252.3	True	True	True	
PKN3	ENSG00000160447.9	ENST00000291906.5	True	True	True	
PURG	ENSG00000172733.13	ENST00000523392.2	True	True	True	
PADI1	ENSG00000142623.12	ENST00000375471.5	True	True	True	
PNMA3	ENSG00000183837.11	ENST00000593810.3	True	True	True	
ANAPC4	ENSG00000053900.13	ENST00000315368.8	True	True	True	
SERTAD3	ENSG00000167565.16	ENST00000322354.4	True	True	True	
DNMT3L	ENSG00000142182.10	ENST00000628202.3	True	True	True	
OSGIN1	ENSG00000140961.16	ENST00000393306.6	True	True	True	
IL19	ENSG00000142224.18	ENST00000659997.3	True	True	True	
SERTAD1	ENSG00000197019.7	ENST00000357949.5	True	True	True	
PDZRN4	ENSG00000165966.17	ENST00000402685.7	True	True	True	
DPP7	ENSG00000176978.18	ENST00000371579.7	True	True	True	
TRHDE	ENSG00000072657.11	ENST00000261180.10	True	True	True	
POMT2	ENSG00000009830.15	ENST00000261534.9	True	True	True	
CERS2	ENSG00000143418.22	ENST00000368954.10	True	True	True	
SLC25A24	ENSG00000085491.19	ENST00000565488.6	True	True	True	
DMGDH	ENSG00000132837.17	ENST00000255189.8	True	True	True	
NRBP1	ENSG00000115216.16	ENST00000379852.8	True	True	True	
MRM2	ENSG00000122687.21	ENST00000242257.14	True	True	True	
PRICKLE4	ENSG00000278224.9	ENST00000458694.6	True	True	True	
CDIP1	ENSG00000089486.19	ENST00000567695.6	True	True	True	
STRN3	ENSG00000196792.14	ENST00000357479.10	True	True	True	
LRP12	ENSG00000147650.13	ENST00000276654.10	True	True	True	
PSAT1	ENSG00000135069.16	ENST00000376588.4	True	True	True	
MDFIC	ENSG00000135272.15	ENST00000393486.6	True	True	True	
SCHIP1	ENSG00000151967.20	ENST00000638749.2	True	True	True	
A1CF	ENSG00000148584.18	ENST00000373997.8	True	True	True	
UBQLN2	ENSG00000188021.9	ENST00000338222.7	True	True	True	
UBQLN1	ENSG00000135018.16	ENST00000376395.9	True	True	True	
DONSON	ENSG00000159147.20	ENST00000303071.10	True	True	True	
NRBF2	ENSG00000148572.18	ENST00000277746.11	True	True	True	
RHOD	ENSG00000173156.9	ENST00000308831.7	True	True	True	
SLC39A3	ENSG00000141873.13	ENST00000269740.9	True	True	True	
SLC39A2	ENSG00000165794.11	ENST00000298681.5	True	True	True	
SLC2A8	ENSG00000136856.20	ENST00000373371.8	True	True	True	
OBP2B	ENSG00000171102.18	ENST00000372034.8	True	True	True	
PILRB	ENSG00000121716.22	ENST00000609309.3	True	True	True	
OBP2A	ENSG00000122136.16	ENST00000371776.6	True	True	True	
PILRA	ENSG00000085514.17	ENST00000198536.7	True	True	True	
PACSIN1	ENSG00000124507.13	ENST00000244458.7	True	True	True	
BAZ2B	ENSG00000123636.22	ENST00000392783.7	True	True	True	
LMCD1	ENSG00000071282.14	ENST00000157600.8	True	True	True	
NOP53	ENSG00000105373.21	ENST00000246802.10	True	True	True	
BICRA	ENSG00000063169.13	ENST00000594866.3	True	True	True	
FSCN3	ENSG00000106328.11	ENST00000265825.6	True	True	True	
TNPO2	ENSG00000105576.18	ENST00000425528.6	True	True	True	
ERO1A	ENSG00000197930.15	ENST00000395686.8	True	True	True	
EFEMP2	ENSG00000172638.15	ENST00000307998.11	True	True	True	
TBX21	ENSG00000073861.5	ENST00000177694.2	True	True	True	
NXPH1	ENSG00000122584.14	ENST00000405863.6	True	True	True	
SH3KBP1	ENSG00000147010.21	ENST00000397821.8	True	True	True	
TLX3	ENSG00000164438.7	ENST00000296921.6	True	True	True	
SPANXA1	ENSG00000198021.8	ENST00000370519.4	True	True	True	
SLC40A1	ENSG00000138449.13	ENST00000261024.7	True	True	True	
RAX	ENSG00000134438.11	ENST00000334889.4	True	True	True	
HUNK	ENSG00000142149.11	ENST00000270112.7	True	True	True	
SOX8	ENSG00000005513.12	ENST00000293894.4	True	True	True	
VSX1	ENSG00000100987.16	ENST00000376709.9	True	True	True	
PLA2G2E	ENSG00000188784.4	ENST00000375116.3	True	True	True	
ST6GALNAC6	ENSG00000160408.18	ENST00000373146.6	True	True	True	
ERVW-1	ENSG00000242950.7	ENST00000603053.2	True	True	True	
ADGRE2	ENSG00000127507.20	ENST00000315576.8	True	True	True	
KCNIP3	ENSG00000115041.16	ENST00000295225.10	True	True	True	
KCNIP2	ENSG00000120049.22	ENST00000356640.7	True	True	True	
KCNIP1	ENSG00000182132.15	ENST00000328939.9	True	True	True	
CXXC1	ENSG00000154832.18	ENST00000285106.11	True	True	True	
ZNF354C	ENSG00000177932.9	ENST00000315475.7	True	True	True	
NT5C	ENSG00000125458.9	ENST00000245552.7	True	True	True	
POLR1H	ENSG00000066379.17	ENST00000332435.10	True	True	True	
CD209	ENSG00000090659.19	ENST00000315599.12	True	True	True	
DNTTIP2	ENSG00000067334.15	ENST00000436063.7	True	True	True	
SOCS7	ENSG00000274211.7	ENST00000612932.6	True	True	True	
EHD4	ENSG00000103966.13	ENST00000220325.9	True	True	True	
EHD3	ENSG00000013016.18	ENST00000322054.10	True	True	True	
EHD2	ENSG00000024422.14	ENST00000263277.8	True	True	True	
CTAG2	ENSG00000126890.14	ENST00000369585.4	True	True	True	
PIK3R4	ENSG00000196455.10	ENST00000356763.8	True	True	True	
CDR2L	ENSG00000109089.9	ENST00000337231.5	True	True	True	
TAX1BP3	ENSG00000213977.10	ENST00000225525.4	True	True	True	
STOML2	ENSG00000165283.18	ENST00000356493.10	True	True	True	
KLK14	ENSG00000129437.13	ENST00000650543.2	True	True	True	
KLK12	ENSG00000186474.18	ENST00000684732.1	True	True	True	
ZBTB21	ENSG00000173276.16	ENST00000310826.10	True	True	True	
SCAPER	ENSG00000140386.15	ENST00000563290.6	True	True	True	
WRAP73	ENSG00000116213.18	ENST00000270708.12	True	True	True	
CRNN	ENSG00000143536.8	ENST00000271835.3	True	True	True	
CLDN20	ENSG00000171217.6	ENST00000367165.3	True	True	True	
RRM2B	ENSG00000048392.15	ENST00000251810.8	True	True	True	
SMARCAL1	ENSG00000138375.16	ENST00000357276.9	True	True	True	
G0S2	ENSG00000123689.8	ENST00000367029.5	True	True	True	
PLA2G3	ENSG00000100078.6	ENST00000215885.4	True	True	True	
MINK1	ENSG00000141503.19	ENST00000355280.11	True	True	True	
CD207	ENSG00000116031.10	ENST00000410009.5	True	True	True	
DUOX2	ENSG00000140279.14	ENST00000389039.11	True	True	True	
NOX4	ENSG00000086991.15	ENST00000263317.9	True	True	True	
NOX3	ENSG00000074771.4	ENST00000159060.3	True	True	True	
COL5A3	ENSG00000080573.8	ENST00000264828.4	True	True	True	
SYCP3	ENSG00000139351.16	ENST00000392924.2	True	True	True	
PODXL2	ENSG00000114631.13	ENST00000342480.7	True	True	True	
CHST11	ENSG00000171310.11	ENST00000303694.6	True	True	True	
IL20	ENSG00000162891.12	ENST00000367098.6	True	True	True	
UBQLN3	ENSG00000175520.9	ENST00000311659.5	True	True	True	
GALNT9	ENSG00000182870.15	ENST00000328957.13	True	True	True	
IL21R	ENSG00000103522.19	ENST00000337929.8	True	True	True	
IL22	ENSG00000127318.11	ENST00000538666.6	True	True	True	
ATP6V0A4	ENSG00000105929.18	ENST00000310018.7	True	True	True	
ITSN2	ENSG00000198399.18	ENST00000355123.9	True	True	True	
DEF6	ENSG00000023892.14	ENST00000316637.7	True	True	True	
CUZD1	ENSG00000138161.15	ENST00000392790.6	True	True	True	
ZFTRAF1	ENSG00000187954.16	ENST00000530374.6	True	True	True	
GEMIN4	ENSG00000179409.12	ENST00000319004.6	True	True	True	
CALY	ENSG00000130643.11	ENST00000252939.9	True	True	True	
ANO7	ENSG00000146205.17	ENST00000674324.2	True	True	True	
PNPLA8	ENSG00000135241.19	ENST00000257694.13	True	True	True	
ARHGEF4	ENSG00000136002.23	ENST00000409359.7	True	True	True	
ARHGEF3	ENSG00000163947.14	ENST00000296315.8	True	True	True	
SLC45A1	ENSG00000162426.18	ENST00000471889.7	True	True	True	
PCA3	ENSG00000225937.3	ENST00000412654.2	False	True	False	
NEUROG3	ENSG00000122859.7	ENST00000242462.5	True	True	True	
RDH8	ENSG00000080511.5	ENST00000591589.3	True	True	True	
DCAF8	ENSG00000132716.21	ENST00000368074.6	True	True	True	
KCNK4	ENSG00000182450.16	ENST00000422670.7	True	True	True	
MYEF2	ENSG00000104177.21	ENST00000324324.12	True	True	True	
IRX4	ENSG00000113430.13	ENST00000231357.7	True	True	True	
ASAP1	ENSG00000153317.17	ENST00000518721.6	True	True	True	
AK3	ENSG00000147853.19	ENST00000381809.8	True	True	True	
HP1BP3	ENSG00000127483.22	ENST00000438032.6	True	True	True	
HDGFL3	ENSG00000166503.12	ENST00000299633.7	True	True	True	
COPS7A	ENSG00000111652.12	ENST00000543155.6	True	True	True	
NSDHL	ENSG00000147383.13	ENST00000370274.8	True	True	True	
TAS2R3	ENSG00000127362.2	ENST00000247879.2	True	True	True	
TAS2R4	ENSG00000127364.4	ENST00000247881.4	True	True	True	
TAS2R16	ENSG00000128519.3	ENST00000249284.3	True	True	True	
TAS2R1	ENSG00000169777.7	ENST00000382492.4	True	True	True	
TAS2R9	ENSG00000121381.4	ENST00000240691.4	True	True	True	
TAS2R8	ENSG00000121314.3	ENST00000240615.3	True	True	False	
TAS2R7	ENSG00000121377.2	ENST00000240687.2	True	True	True	
TAS2R13	ENSG00000212128.2	ENST00000390677.2	True	True	True	
TAS2R10	ENSG00000121318.3	ENST00000240619.3	True	True	True	
TAS2R14	ENSG00000212127.6	ENST00000537503.2	True	True	True	
DHH	ENSG00000139549.5	ENST00000649637.2	True	True	True	
F11R	ENSG00000158769.21	ENST00000368026.11	True	True	True	
TRAT1	ENSG00000163519.15	ENST00000295756.11	True	True	True	
VILL	ENSG00000136059.18	ENST00000383759.7	True	True	True	
PARD6A	ENSG00000102981.12	ENST00000458121.7	True	True	True	
CLEC4A	ENSG00000111729.16	ENST00000229332.12	True	True	True	
SPOCK3	ENSG00000196104.13	ENST00000357545.9	True	True	True	
STMN3	ENSG00000197457.12	ENST00000370053.3	True	True	True	
RNF141	ENSG00000110315.9	ENST00000265981.7	True	True	True	
NTM	ENSG00000182667.16	ENST00000683400.1	True	True	True	
HEBP1	ENSG00000013583.12	ENST00000014930.9	True	True	True	
CDON	ENSG00000064309.18	ENST00000531738.6	True	True	True	
IMPG2	ENSG00000081148.12	ENST00000193391.8	True	True	True	
PDE11A	ENSG00000128655.20	ENST00000286063.11	True	True	True	
FOXP3	ENSG00000049768.20	ENST00000376207.10	True	True	True	
SHANK1	ENSG00000161681.18	ENST00000293441.6	True	True	True	
TBX22	ENSG00000122145.17	ENST00000373296.8	True	True	True	
SOST	ENSG00000167941.3	ENST00000301691.3	True	True	True	
TMED5	ENSG00000117500.15	ENST00000370282.8	True	True	True	
SLC35B3	ENSG00000124786.15	ENST00000710437.1	True	True	True	
MTERF3	ENSG00000156469.11	ENST00000287025.4	True	True	True	
TPRKB	ENSG00000144034.18	ENST00000272424.11	True	True	True	
MED31	ENSG00000108590.12	ENST00000225728.8	True	True	True	
COQ6	ENSG00000119723.19	ENST00000334571.7	True	True	True	
AMDHD2	ENSG00000162066.18	ENST00000293971.11	True	True	True	
SLC35H1	ENSG00000080189.17	ENST00000372230.10	True	True	True	
ASCC1	ENSG00000138303.21	ENST00000672957.1	True	True	True	
DERL2	ENSG00000072849.13	ENST00000158771.9	True	True	True	
EXOSC3	ENSG00000107371.16	ENST00000327304.10	True	True	True	
FAHD2A	ENSG00000115042.12	ENST00000233379.9	True	True	True	
PRELID3B	ENSG00000101166.18	ENST00000355937.9	True	True	True	
EXOSC1	ENSG00000171311.15	ENST00000370902.8	True	True	True	
TMED7	ENSG00000134970.16	ENST00000456936.4	True	True	True	
ISOC1	ENSG00000066583.14	ENST00000173527.6	True	True	True	
EMC9	ENSG00000100908.16	ENST00000216799.9	True	True	True	
RRP15	ENSG00000067533.8	ENST00000366932.4	True	True	True	
WASHC3	ENSG00000120860.13	ENST00000240079.11	True	True	True	
HDDC2	ENSG00000111906.20	ENST00000398153.7	True	True	True	
MRPS16	ENSG00000182180.16	ENST00000372945.8	True	True	True	
GLRX2	ENSG00000023572.11	ENST00000367439.8	True	True	True	
MRPS18C	ENSG00000163319.13	ENST00000295491.9	True	True	True	
FIS1	ENSG00000214253.11	ENST00000223136.5	True	True	True	
PAM16	ENSG00000217930.10	ENST00000318059.8	True	True	True	
GOLT1B	ENSG00000111711.11	ENST00000229314.10	True	True	True	
BOLA1	ENSG00000178096.11	ENST00000369152.6	True	True	True	
VPS36	ENSG00000136100.16	ENST00000378060.9	True	True	True	
DESI2	ENSG00000121644.21	ENST00000302550.16	True	True	True	
TVP23B	ENSG00000171928.16	ENST00000307767.13	True	True	True	
GLOD4	ENSG00000167699.16	ENST00000301329.11	True	True	True	
CELA2B	ENSG00000215704.11	ENST00000375910.8	True	True	True	
UBXN1	ENSG00000162191.16	ENST00000301935.10	True	True	True	
ZNF593	ENSG00000142684.10	ENST00000374266.7	True	True	True	
ZBTB7B	ENSG00000160685.16	ENST00000535420.6	True	True	True	
ST8SIA3	ENSG00000177511.7	ENST00000324000.4	True	True	True	
PI15	ENSG00000137558.10	ENST00000260113.7	True	True	True	
PRLH	ENSG00000071677.2	ENST00000165524.1	False	True	False	
GMNN	ENSG00000112312.12	ENST00000230056.8	True	True	True	
LAP3	ENSG00000002549.15	ENST00000226299.9	True	True	True	
WDPCP	ENSG00000143951.18	ENST00000272321.12	True	True	True	
ZNF691	ENSG00000164011.20	ENST00000651192.1	True	True	True	
FAM135B	ENSG00000147724.13	ENST00000395297.6	True	True	True	
TXNDC12	ENSG00000117862.16	ENST00000371626.9	True	True	True	
TXNDC11	ENSG00000153066.15	ENST00000283033.10	True	True	True	
ATL1	ENSG00000198513.17	ENST00000358385.12	True	True	True	
CALHM2	ENSG00000138172.13	ENST00000260743.10	True	True	True	
RPS27L	ENSG00000185088.16	ENST00000330964.10	True	True	True	
SSUH2	ENSG00000125046.17	ENST00000544814.7	True	True	True	
YARS2	ENSG00000139131.15	ENST00000324868.13	True	True	True	
NMD3	ENSG00000169251.15	ENST00000351193.7	True	True	True	
MRPL2	ENSG00000112651.14	ENST00000388752.8	True	True	True	
NOSIP	ENSG00000142546.16	ENST00000596358.6	True	True	True	
DERA	ENSG00000023697.15	ENST00000428559.7	True	True	True	
MEMO1	ENSG00000162959.16	ENST00000404530.6	True	True	True	
MRPL4	ENSG00000105364.16	ENST00000253099.11	True	True	True	
APIP	ENSG00000149089.15	ENST00000395787.4	True	True	True	
TMX2	ENSG00000213593.13	ENST00000278422.9	True	True	True	
CUTC	ENSG00000119929.15	ENST00000370476.10	True	True	True	
FCF1	ENSG00000119616.12	ENST00000341162.8	True	True	True	
THAP4	ENSG00000176946.15	ENST00000407315.6	True	True	True	
NDUFA13	ENSG00000186010.21	ENST00000507754.9	True	True	True	
MRPS7	ENSG00000125445.13	ENST00000245539.11	True	True	True	
POLR1D	ENSG00000186184.22	ENST00000302979.5	True	True	True	
GAL	ENSG00000069482.9	ENST00000265643.4	True	True	True	
CRYL1	ENSG00000165475.17	ENST00000298248.12	True	True	True	
MLXIPL	ENSG00000009950.18	ENST00000313375.8	True	True	True	
TNNI3K	ENSG00000116783.17	ENST00000326637.8	True	True	True	
YBX2	ENSG00000006047.15	ENST00000007699.10	True	True	True	
KLHL5	ENSG00000109790.20	ENST00000504108.7	True	True	True	
PLLP	ENSG00000102934.12	ENST00000219207.10	True	True	True	
SEPSECS	ENSG00000109618.15	ENST00000382103.7	True	True	True	
SIDT2	ENSG00000149577.19	ENST00000324225.9	True	True	True	
METTL25B	ENSG00000143303.14	ENST00000368216.9	True	True	True	
ADIPOR1	ENSG00000159346.15	ENST00000340990.10	True	True	True	
TRNT1	ENSG00000072756.20	ENST00000251607.11	True	True	True	
UTP18	ENSG00000011260.16	ENST00000225298.12	True	True	True	
SCCPDH	ENSG00000143653.12	ENST00000366510.4	True	True	True	
IFT52	ENSG00000101052.15	ENST00000373030.8	True	True	True	
ABHD5	ENSG00000011198.12	ENST00000644371.2	True	True	True	
SH3GLB1	ENSG00000097033.17	ENST00000370558.8	True	True	True	
ZC2HC1A	ENSG00000104427.15	ENST00000263849.9	True	True	True	
MECR	ENSG00000116353.18	ENST00000263702.11	True	True	True	
NDUFAF1	ENSG00000137806.12	ENST00000260361.9	True	True	True	
ABHD17B	ENSG00000107362.16	ENST00000333421.7	True	True	True	
PHF20L1	ENSG00000129292.23	ENST00000395386.7	True	True	True	
TFB1M	ENSG00000029639.13	ENST00000367166.5	True	True	True	
APH1A	ENSG00000117362.15	ENST00000369109.8	True	True	True	
METTL9	ENSG00000197006.17	ENST00000358154.8	True	True	True	
RDH11	ENSG00000072042.15	ENST00000381346.9	True	True	True	
LACTB2	ENSG00000147592.11	ENST00000276590.5	True	True	True	
KMT5B	ENSG00000110066.17	ENST00000304363.9	True	True	True	
TRAPPC12	ENSG00000171853.18	ENST00000324266.10	True	True	True	
ZDHHC9	ENSG00000188706.15	ENST00000357166.11	True	True	True	
RMDN1	ENSG00000176623.14	ENST00000406452.8	True	True	True	
MRPS2	ENSG00000122140.15	ENST00000241600.10	True	True	True	
COQ4	ENSG00000167113.13	ENST00000300452.8	True	True	True	
UTP11	ENSG00000183520.14	ENST00000373014.5	True	True	True	
SBDS	ENSG00000126524.14	ENST00000246868.7	True	True	True	
RPL26L1	ENSG00000037241.9	ENST00000265100.6	True	True	True	
COMMD2	ENSG00000114744.11	ENST00000473414.6	True	True	True	
ZNF706	ENSG00000120963.14	ENST00000311212.9	True	True	True	
IER3IP1	ENSG00000134049.8	ENST00000256433.6	True	True	True	
GOLGA7	ENSG00000147533.20	ENST00000357743.9	True	True	True	
NAA20	ENSG00000173418.14	ENST00000334982.9	True	True	True	
TRIM17	ENSG00000162931.14	ENST00000366698.7	True	True	True	
SAR1B	ENSG00000152700.16	ENST00000402673.7	True	True	True	
ANGPTL4	ENSG00000167772.14	ENST00000301455.7	True	True	True	
ASB3	ENSG00000115239.26	ENST00000263634.8	True	True	True	
PHF11	ENSG00000136147.20	ENST00000378319.8	True	True	True	
RLIM	ENSG00000131263.15	ENST00000332687.11	True	True	True	
KCTD3	ENSG00000136636.15	ENST00000259154.9	True	True	True	
CEP83	ENSG00000173588.18	ENST00000397809.10	True	True	True	
IRAK4	ENSG00000198001.18	ENST00000613694.5	True	True	True	
RNFT1	ENSG00000189050.18	ENST00000305783.13	True	True	True	
COPS4	ENSG00000138663.11	ENST00000264389.7	True	True	True	
INSIG2	ENSG00000125629.18	ENST00000245787.9	True	True	True	
CHCHD2	ENSG00000106153.16	ENST00000395422.4	True	True	True	
DYNC1LI1	ENSG00000144635.11	ENST00000273130.9	True	True	True	
HSD17B12	ENSG00000149084.15	ENST00000278353.10	True	True	True	
A4GNT	ENSG00000118017.6	ENST00000236709.4	True	True	True	
ING4	ENSG00000111653.22	ENST00000341550.9	True	True	True	
