symbol	Ensembl_Gene	Ensembl_nuc	five_utr_written	cds_written	three_utr_written	error
CERCAM	ENSG00000167123.22	ENST00000372838.9	True	True	True	
MRNIP	ENSG00000161010.17	ENST00000292586.11	True	True	True	
SDF4	ENSG00000078808.22	ENST00000360001.12	True	True	True	
SLC45A2	ENSG00000164175.16	ENST00000296589.9	True	True	True	
MRTO4	ENSG00000053372.7	ENST00000330263.5	True	True	True	
JPT1	ENSG00000189159.18	ENST00000409753.8	True	True	True	
SERPINA10	ENSG00000140093.12	ENST00000261994.9	True	True	True	
ZNF580	ENSG00000213015.11	ENST00000325333.10	True	True	True	
VPS28	ENSG00000160948.16	ENST00000292510.6	True	True	True	
C3orf18	ENSG00000088543.17	ENST00000357203.8	True	True	True	
EGFL7	ENSG00000172889.18	ENST00000308874.12	True	True	True	
DBR1	ENSG00000138231.15	ENST00000260803.9	True	True	True	
DCTN4	ENSG00000132912.16	ENST00000447998.7	True	True	True	
AADAT	ENSG00000109576.16	ENST00000337664.9	True	True	True	
CYB5R4	ENSG00000065615.16	ENST00000369681.10	True	True	True	
MYO15A	ENSG00000091536.20	ENST00000647165.2	True	True	True	
HSD17B11	ENSG00000198189.13	ENST00000358290.9	True	True	True	
HSD17B14	ENSG00000087076.11	ENST00000263278.9	True	True	True	
NAGPA	ENSG00000103174.15	ENST00000312251.8	True	True	True	
TUBD1	ENSG00000108423.18	ENST00000325752.8	True	True	True	
TUBE1	ENSG00000074935.16	ENST00000368662.10	True	True	True	
LEF1	ENSG00000138795.12	ENST00000265165.6	True	True	True	
PLEKHO1	ENSG00000023902.15	ENST00000369124.5	True	True	True	
HAO2	ENSG00000116882.17	ENST00000325945.4	True	True	True	
DCXR	ENSG00000169738.10	ENST00000306869.7	True	True	True	
HSPA14	ENSG00000187522.17	ENST00000378372.8	True	True	True	
GPN3	ENSG00000111231.11	ENST00000228827.8	True	True	True	
CRBN	ENSG00000113851.18	ENST00000231948.9	True	True	True	
TCEAL9	ENSG00000185222.12	ENST00000372661.6	True	True	True	
RSL24D1	ENSG00000137876.13	ENST00000260443.9	True	True	True	
SS18L2	ENSG00000008324.14	ENST00000011691.6	True	True	True	
HERC5	ENSG00000138646.11	ENST00000264350.8	True	True	True	
CKLF	ENSG00000217555.14	ENST00000264001.9	True	True	True	
ZNF639	ENSG00000121864.12	ENST00000496856.6	True	True	True	
IPO11	ENSG00000086200.19	ENST00000325324.11	True	True	True	
RAPGEFL1	ENSG00000108352.14	ENST00000620260.6	True	True	True	
PLCE1	ENSG00000138193.19	ENST00000371380.8	True	True	True	
NIN	ENSG00000100503.29	ENST00000530997.7	True	True	True	
CPA4	ENSG00000128510.13	ENST00000222482.10	True	True	True	
ZDHHC2	ENSG00000104219.15	ENST00000262096.13	True	True	True	
DDX47	ENSG00000213782.9	ENST00000358007.7	True	True	True	
NUSAP1	ENSG00000137804.16	ENST00000559596.6	True	True	True	
TACO1	ENSG00000136463.11	ENST00000258975.7	True	True	True	
ACP6	ENSG00000162836.14	ENST00000583509.7	True	True	True	
GP6	ENSG00000088053.13	ENST00000417454.5	True	True	True	
DUSP13B	ENSG00000079393.23	ENST00000478873.7	True	True	True	
CLDN18	ENSG00000066405.15	ENST00000183605.10	True	True	True	
RAB9B	ENSG00000123570.6	ENST00000243298.3	True	True	True	
LUZP4	ENSG00000102021.12	ENST00000371920.4	True	True	True	
GLRX5	ENSG00000182512.7	ENST00000331334.5	True	True	True	
ZNF219	ENSG00000165804.18	ENST00000360947.8	True	True	True	
ELOA2	ENSG00000206181.7	ENST00000332567.6	True	True	True	
ABI3	ENSG00000108798.11	ENST00000225941.6	True	True	True	
COPZ2	ENSG00000005243.12	ENST00000621465.5	True	True	True	
PIGP	ENSG00000185808.16	ENST00000360525.9	True	True	True	
GLTP	ENSG00000139433.13	ENST00000318348.9	True	True	True	
PHF20	ENSG00000025293.19	ENST00000374012.8	True	True	True	
VRK3	ENSG00000105053.13	ENST00000316763.8	True	True	True	
CRIM1	ENSG00000150938.12	ENST00000280527.7	True	True	True	
DRICH1	ENSG00000189269.14	ENST00000317749.9	True	True	True	
EMC4	ENSG00000128463.15	ENST00000267750.9	True	True	True	
HGH1	ENSG00000235173.8	ENST00000347708.5	True	True	True	
MZB1	ENSG00000170476.17	ENST00000302125.9	True	True	True	
ANKRD39	ENSG00000213337.11	ENST00000393537.5	True	True	True	
COX16	ENSG00000133983.18	ENST00000389912.7	True	True	True	
CCDC174	ENSG00000154781.18	ENST00000383794.7	True	True	True	
SHISA5	ENSG00000164054.19	ENST00000296444.7	True	True	True	
PAIP2	ENSG00000120727.15	ENST00000265192.9	True	True	True	
PDZD11	ENSG00000120509.14	ENST00000239666.9	True	True	True	
TMEM69	ENSG00000159596.9	ENST00000372025.5	True	True	True	
MTRES1	ENSG00000130349.12	ENST00000311381.8	True	True	True	
NT5C3A	ENSG00000122643.26	ENST00000610140.7	True	True	True	
FAM178B	ENSG00000168754.16	ENST00000490605.3	True	True	True	
MRPL37	ENSG00000116221.17	ENST00000360840.9	True	True	True	
RNF181	ENSG00000168894.12	ENST00000306368.9	True	True	True	
TBC1D7	ENSG00000145979.20	ENST00000379300.8	True	True	True	
MARCHF2	ENSG00000099785.13	ENST00000215555.7	True	True	True	
MRPL51	ENSG00000111639.10	ENST00000229238.5	True	True	True	
TMEM216	ENSG00000187049.13	ENST00000515837.7	True	True	True	
PBDC1	ENSG00000102390.14	ENST00000373358.8	True	True	True	
MRPL30	ENSG00000185414.22	ENST00000338148.8	True	True	True	
MRPL27	ENSG00000108826.18	ENST00000225969.9	True	True	True	
CDKL3	ENSG00000006837.13	ENST00000265334.9	True	True	True	
CLEC1B	ENSG00000165682.17	ENST00000298527.11	True	True	True	
CLEC1A	ENSG00000150048.12	ENST00000315330.8	True	True	True	
PIPOX	ENSG00000179761.14	ENST00000323372.9	True	True	True	
TFDP3	ENSG00000183434.10	ENST00000310125.5	True	True	True	
UBAP1	ENSG00000165006.16	ENST00000297661.9	True	True	True	
BET1L	ENSG00000177951.20	ENST00000382762.8	True	True	True	
KLF3	ENSG00000109787.15	ENST00000261438.10	True	True	True	
ZNF571	ENSG00000180479.17	ENST00000451802.7	True	True	True	
DNAJC27	ENSG00000115137.13	ENST00000264711.7	True	True	True	
IER5	ENSG00000162783.11	ENST00000367577.7	True	True	True	
C1RL	ENSG00000139178.14	ENST00000266542.9	True	True	True	
GOLM1	ENSG00000135052.18	ENST00000388712.7	True	True	True	
ANKMY1	ENSG00000144504.18	ENST00000401804.6	True	True	True	
SCAND1	ENSG00000171222.13	ENST00000305978.7	True	True	True	
BFAR	ENSG00000103429.13	ENST00000261658.7	True	True	True	
TLR7	ENSG00000196664.6	ENST00000380659.4	True	True	True	
RASL12	ENSG00000103710.12	ENST00000220062.9	True	True	True	
CEND1	ENSG00000184524.8	ENST00000330106.5	True	True	True	
COA4	ENSG00000181924.10	ENST00000355693.5	True	True	True	
RXFP3	ENSG00000182631.7	ENST00000330120.5	True	True	True	
ERGIC2	ENSG00000087502.21	ENST00000360150.9	True	True	True	
GMIP	ENSG00000089639.13	ENST00000203556.9	True	True	True	
GMPR2	ENSG00000100938.21	ENST00000399440.7	True	True	True	
CD320	ENSG00000167775.13	ENST00000301458.10	True	True	True	
PCDH12	ENSG00000113555.6	ENST00000231484.4	True	True	True	
ECSIT	ENSG00000130159.17	ENST00000270517.12	True	True	True	
SLC15A3	ENSG00000110446.14	ENST00000227880.8	True	True	True	
BPIFA1	ENSG00000198183.15	ENST00000354297.9	True	True	True	
SPMAP2	ENSG00000105549.11	ENST00000342640.9	True	True	True	
NRN1	ENSG00000124785.11	ENST00000244766.7	True	True	True	
TIMMDC1	ENSG00000113845.12	ENST00000494664.6	True	True	True	
GCNT4	ENSG00000176928.9	ENST00000652361.2	True	True	True	
CYP39A1	ENSG00000146233.10	ENST00000275016.3	True	True	True	
FKBP11	ENSG00000134285.13	ENST00000550765.6	True	True	True	
ZDHHC3	ENSG00000163812.18	ENST00000424952.7	True	True	True	
KCNK9	ENSG00000169427.9	ENST00000520439.3	True	True	True	
FAM13B	ENSG00000031003.13	ENST00000689681.1	True	True	True	
FAM53C	ENSG00000120709.13	ENST00000239906.10	True	True	True	
REEP2	ENSG00000132563.19	ENST00000378339.7	True	True	True	
ARMCX1	ENSG00000126947.15	ENST00000372829.8	True	True	True	
SLC22A17	ENSG00000092096.20	ENST00000354772.10	True	True	True	
TLR8	ENSG00000101916.12	ENST00000218032.7	True	True	True	
SLC25A37	ENSG00000147454.15	ENST00000519973.6	True	True	True	
GASK1B	ENSG00000164125.18	ENST00000585682.6	True	True	True	
NME8	ENSG00000086288.12	ENST00000199447.9	True	True	True	
KRCC1	ENSG00000172086.11	ENST00000347055.4	True	True	True	
PLAC8	ENSG00000145287.14	ENST00000311507.9	True	True	True	
PHF21A	ENSG00000135365.19	ENST00000676320.1	True	True	True	
MRPL35	ENSG00000132313.16	ENST00000337109.9	True	True	True	
RSRC1	ENSG00000174891.16	ENST00000611884.5	True	True	True	
MEX3C	ENSG00000176624.13	ENST00000406189.4	True	True	True	
AMZ2	ENSG00000196704.16	ENST00000359904.8	True	True	True	
WAC	ENSG00000095787.28	ENST00000354911.9	True	True	True	
SPG21	ENSG00000090487.13	ENST00000204566.7	True	True	True	
ARL17A	ENSG00000185829.20	ENST00000336125.6	True	True	True	
AHSP	ENSG00000169877.12	ENST00000302312.9	True	True	True	
ARL6IP4	ENSG00000182196.16	ENST00000315580.10	True	True	True	
TNFRSF12A	ENSG00000006327.16	ENST00000326577.9	True	True	True	
SPTBN5	ENSG00000137877.10	ENST00000320955.8	True	True	True	
ZNF771	ENSG00000179965.14	ENST00000319296.10	True	True	True	
PRR16	ENSG00000184838.16	ENST00000407149.7	True	True	True	
NGRN	ENSG00000182768.11	ENST00000379095.5	True	True	True	
THEM6	ENSG00000130193.10	ENST00000336138.4	True	True	True	
MS4A4A	ENSG00000110079.21	ENST00000337908.5	True	True	True	
DACT1	ENSG00000165617.17	ENST00000395153.8	True	True	True	
CRNKL1	ENSG00000101343.17	ENST00000536226.2	True	True	True	
ZBTB7A	ENSG00000178951.11	ENST00000322357.9	True	True	True	
FZR1	ENSG00000105325.17	ENST00000441788.7	True	True	True	
TAOK3	ENSG00000135090.16	ENST00000392533.8	True	True	True	
KLRF1	ENSG00000150045.13	ENST00000617889.5	True	True	True	
KRT76	ENSG00000185069.2	ENST00000332411.2	True	True	True	
ZNF117	ENSG00000152926.19	ENST00000282869.11	True	True	True	
MBTPS2	ENSG00000012174.14	ENST00000379484.10	True	True	True	
HOOK1	ENSG00000134709.15	ENST00000371208.5	True	True	True	
CDC40	ENSG00000168438.17	ENST00000307731.2	True	True	True	
CHST15	ENSG00000182022.20	ENST00000435907.6	True	True	True	
ZMYND10	ENSG00000004838.16	ENST00000231749.8	True	True	True	
PLA1A	ENSG00000144837.11	ENST00000273371.9	True	True	True	
UBR5	ENSG00000104517.15	ENST00000520539.6	True	True	True	
POP5	ENSG00000167272.13	ENST00000357500.5	True	True	True	
TEX264	ENSG00000164081.15	ENST00000341333.10	True	True	True	
POMP	ENSG00000132963.11	ENST00000380842.5	True	True	True	
TMA7	ENSG00000232112.5	ENST00000438607.2	True	True	True	
MRPS17	ENSG00000239789.8	ENST00000285298.9	True	True	True	
ATRAID	ENSG00000138085.20	ENST00000380171.9	True	True	True	
SNX7	ENSG00000162627.19	ENST00000306121.8	True	True	True	
UCHL5	ENSG00000116750.16	ENST00000367454.6	True	True	True	
ANGPT4	ENSG00000101280.10	ENST00000381922.5	True	True	True	
CRLF3	ENSG00000176390.14	ENST00000324238.7	True	True	True	
CSAD	ENSG00000139631.22	ENST00000444623.6	True	True	True	
ATP6V1D	ENSG00000100554.13	ENST00000216442.12	True	True	True	
WNT16	ENSG00000002745.14	ENST00000222462.3	True	True	True	
ZNF589	ENSG00000164048.16	ENST00000354698.8	True	True	True	
EIF3L	ENSG00000100129.19	ENST00000652021.1	True	True	True	
NIP7	ENSG00000132603.17	ENST00000254940.10	True	True	True	
RWDD1	ENSG00000111832.14	ENST00000466444.7	True	True	True	
AIG1	ENSG00000146416.20	ENST00000357847.9	True	True	True	
TRPV2	ENSG00000187688.16	ENST00000338560.12	True	True	True	
COMMD10	ENSG00000145781.11	ENST00000274458.9	True	True	True	
WDR83OS	ENSG00000105583.13	ENST00000596731.7	True	True	True	
TRAPPC4	ENSG00000196655.14	ENST00000533632.6	True	True	True	
PPME1	ENSG00000214517.12	ENST00000328257.13	True	True	True	
NOL7	ENSG00000225921.9	ENST00000451315.7	True	True	True	
HEMK1	ENSG00000114735.12	ENST00000232854.9	True	True	True	
BIN2	ENSG00000110934.15	ENST00000615107.6	True	True	True	
ACTL6B	ENSG00000077080.12	ENST00000160382.10	True	True	True	
AMOTL2	ENSG00000114019.17	ENST00000249883.10	True	True	True	
PRKAG2	ENSG00000106617.18	ENST00000287878.9	True	True	True	
POLK	ENSG00000122008.18	ENST00000241436.9	True	True	True	
ZNF107	ENSG00000196247.15	ENST00000620827.6	True	True	True	
DDX41	ENSG00000183258.14	ENST00000330503.12	True	True	True	
SNX9	ENSG00000130340.19	ENST00000392185.8	True	True	True	
SUCO	ENSG00000094975.16	ENST00000263688.4	True	True	True	
ANAPC5	ENSG00000089053.15	ENST00000261819.8	True	True	True	
ANAPC7	ENSG00000196510.16	ENST00000455511.9	True	True	True	
SCARA3	ENSG00000168077.16	ENST00000301904.4	True	True	True	
MAGEC2	ENSG00000046774.10	ENST00000247452.4	True	True	True	
FAM8A1	ENSG00000137414.9	ENST00000259963.4	True	True	True	
HPCAL4	ENSG00000116983.15	ENST00000372844.8	True	True	True	
YTHDF2	ENSG00000198492.18	ENST00000373812.8	True	True	True	
VGLL1	ENSG00000102243.15	ENST00000370634.8	True	True	True	
RNF138	ENSG00000134758.16	ENST00000261593.8	True	True	True	
IP6K2	ENSG00000068745.17	ENST00000328631.10	True	True	True	
PCYOX1	ENSG00000116005.14	ENST00000433351.7	True	True	True	
PRRX2	ENSG00000167157.13	ENST00000372469.6	True	True	True	
LCMT1	ENSG00000205629.14	ENST00000399069.8	True	True	True	
GULP1	ENSG00000144366.19	ENST00000409830.6	True	True	True	
REV1	ENSG00000135945.12	ENST00000258428.8	True	True	True	
RHCG	ENSG00000140519.16	ENST00000268122.9	True	True	True	
SFMBT1	ENSG00000163935.16	ENST00000394752.8	True	True	True	
GPR89B	ENSG00000188092.17	ENST00000314163.12	True	True	True	
UBE2J1	ENSG00000198833.9	ENST00000435041.3	True	True	True	
EVL	ENSG00000196405.15	ENST00000392920.8	True	True	True	
DCDC2	ENSG00000146038.14	ENST00000378454.8	True	True	True	
LIMA1	ENSG00000050405.16	ENST00000341247.9	True	True	True	
CABP2	ENSG00000167791.14	ENST00000294288.5	True	True	True	
ISYNA1	ENSG00000105655.21	ENST00000338128.13	True	True	True	
HSD17B7	ENSG00000132196.18	ENST00000254521.8	True	True	True	
ANKFY1	ENSG00000185722.20	ENST00000341657.9	True	True	True	
VCX2	ENSG00000177504.11	ENST00000317103.5	True	True	True	
VCX3A	ENSG00000169059.14	ENST00000381089.7	True	True	True	
SPOUT1	ENSG00000198917.15	ENST00000361256.10	True	True	True	
NOP16	ENSG00000048162.24	ENST00000614830.5	True	True	True	
RTCB	ENSG00000100220.14	ENST00000216038.6	True	True	True	
HACD3	ENSG00000074696.15	ENST00000261875.10	True	True	True	
CTDSPL2	ENSG00000137770.16	ENST00000260327.9	True	True	True	
NELFCD	ENSG00000101158.17	ENST00000652272.2	True	True	True	
TRIAP1	ENSG00000170855.6	ENST00000546954.2	True	True	True	
HIKESHI	ENSG00000149196.19	ENST00000278483.8	True	True	True	
CWC15	ENSG00000150316.14	ENST00000279839.8	True	True	True	
TRMT112	ENSG00000173113.10	ENST00000544844.6	True	True	True	
UFC1	ENSG00000143222.14	ENST00000368003.6	True	True	True	
RTF2	ENSG00000022277.15	ENST00000357348.10	True	True	True	
CHMP5	ENSG00000086065.16	ENST00000223500.9	True	True	True	
GTSE1	ENSG00000075218.21	ENST00000454366.2	True	True	True	
ETV7	ENSG00000010030.15	ENST00000340181.9	True	True	True	
DTL	ENSG00000143476.20	ENST00000366991.5	True	True	True	
NCKIPSD	ENSG00000213672.10	ENST00000294129.7	True	True	True	
LARS1	ENSG00000133706.22	ENST00000394434.7	True	True	True	
TMEM14C	ENSG00000111843.16	ENST00000229563.6	True	True	True	
CXXC5	ENSG00000171604.14	ENST00000302517.8	True	True	True	
TMEM138	ENSG00000149483.15	ENST00000278826.11	True	True	True	
OSER1	ENSG00000132823.13	ENST00000255174.3	True	True	True	
GSKIP	ENSG00000100744.17	ENST00000555181.6	True	True	True	
JKAMP	ENSG00000050130.20	ENST00000616435.5	True	True	True	
ANAPC11	ENSG00000141552.20	ENST00000344877.10	True	True	True	
ZC3HC1	ENSG00000091732.20	ENST00000358303.9	True	True	True	
TRMO	ENSG00000136932.18	ENST00000375119.8	True	True	True	
PHF7	ENSG00000010318.24	ENST00000327906.8	True	True	True	
VTA1	ENSG00000009844.18	ENST00000367630.9	True	True	True	
PPHLN1	ENSG00000134283.20	ENST00000358314.12	True	True	True	
MTFP1	ENSG00000242114.8	ENST00000266263.10	True	True	True	
ZCCHC17	ENSG00000121766.18	ENST00000344147.10	True	True	True	
SCLY	ENSG00000132330.20	ENST00000254663.12	True	True	True	
VPS54	ENSG00000143952.22	ENST00000272322.9	True	True	True	
ZNF581	ENSG00000171425.12	ENST00000270451.6	True	True	True	
SIRT7	ENSG00000187531.16	ENST00000328666.11	True	True	True	
SIRT6	ENSG00000077463.17	ENST00000337491.7	True	True	True	
CINP	ENSG00000100865.16	ENST00000216756.11	True	True	True	
RAB14	ENSG00000119396.14	ENST00000373840.9	True	True	True	
ACKR4	ENSG00000129048.9	ENST00000249887.3	True	True	True	
PEX5L	ENSG00000114757.20	ENST00000467460.6	True	True	True	
LGSN	ENSG00000146166.18	ENST00000370657.9	True	True	True	
NT5DC3	ENSG00000111696.14	ENST00000392876.8	True	True	True	
RAB6B	ENSG00000154917.13	ENST00000285208.9	True	True	True	
IL23A	ENSG00000110944.10	ENST00000228534.6	True	True	True	
MBIP	ENSG00000151332.22	ENST00000416007.9	True	True	True	
HDAC7	ENSG00000061273.20	ENST00000080059.12	True	True	True	
ARMCX3	ENSG00000102401.22	ENST00000471229.7	True	True	True	
TDP2	ENSG00000111802.16	ENST00000378198.9	True	True	True	
UFM1	ENSG00000120686.14	ENST00000239878.9	True	True	True	
CYRIB	ENSG00000153310.24	ENST00000694912.1	True	True	True	
GDE1	ENSG00000006007.14	ENST00000353258.8	True	True	True	
LARP7	ENSG00000174720.20	ENST00000344442.10	True	True	True	
ESF1	ENSG00000089048.17	ENST00000617257.2	True	True	True	
AZIN1	ENSG00000155096.16	ENST00000337198.10	True	True	True	
PCF11	ENSG00000165494.14	ENST00000690938.1	True	True	True	
MED15	ENSG00000099917.19	ENST00000263205.11	True	True	True	
PIAS4	ENSG00000105229.9	ENST00000262971.3	True	True	True	
TRIM33	ENSG00000197323.14	ENST00000358465.7	True	True	True	
SRRT	ENSG00000087087.22	ENST00000611405.5	True	True	True	
NBAS	ENSG00000151779.16	ENST00000281513.10	True	True	True	
CUTA	ENSG00000112514.20	ENST00000488034.6	True	True	True	
LSR	ENSG00000105699.19	ENST00000605618.6	True	True	True	
LIPT1	ENSG00000144182.19	ENST00000651691.1	True	True	True	
NOP58	ENSG00000055044.13	ENST00000264279.10	True	True	True	
METTL13	ENSG00000010165.22	ENST00000361735.4	True	True	True	
PIGT	ENSG00000124155.21	ENST00000279036.12	True	True	True	
TRMT6	ENSG00000089195.17	ENST00000203001.7	True	True	True	
ATP6V1H	ENSG00000047249.20	ENST00000359530.7	True	True	True	
GET4	ENSG00000239857.9	ENST00000265857.8	True	True	True	
DPH5	ENSG00000117543.24	ENST00000370109.8	True	True	True	
ERGIC3	ENSG00000125991.23	ENST00000348547.7	True	True	True	
TAF9B	ENSG00000187325.7	ENST00000341864.6	True	True	True	
NSG2	ENSG00000170091.13	ENST00000303177.8	True	True	True	
UBE2D4	ENSG00000078967.15	ENST00000222402.8	True	True	True	
KLF13	ENSG00000169926.13	ENST00000307145.4	True	True	True	
CCZ1	ENSG00000122674.14	ENST00000325974.9	True	True	True	
DYNC2LI1	ENSG00000138036.20	ENST00000260605.12	True	True	True	
SLC25A39	ENSG00000013306.18	ENST00000377095.10	True	True	True	
LUC7L2	ENSG00000146963.20	ENST00000354926.9	True	True	True	
OTUD6B	ENSG00000155100.13	ENST00000404789.8	True	True	True	
RBMX2	ENSG00000134597.19	ENST00000305536.11	True	True	True	
DHRS7	ENSG00000100612.16	ENST00000557185.6	True	True	True	
RTRAF	ENSG00000087302.11	ENST00000261700.8	True	True	True	
SF3B6	ENSG00000115128.9	ENST00000233468.5	True	True	True	
MRPL48	ENSG00000175581.16	ENST00000310614.12	True	True	True	
TMBIM4	ENSG00000155957.20	ENST00000358230.8	True	True	True	
PPIL1	ENSG00000137168.10	ENST00000373699.6	True	True	True	
YPEL5	ENSG00000119801.16	ENST00000261353.9	True	True	True	
CIAO2B	ENSG00000166595.13	ENST00000422424.7	True	True	True	
MRPS23	ENSG00000181610.15	ENST00000313608.13	True	True	True	
MRPS33	ENSG00000090263.18	ENST00000324787.10	True	True	True	
PTRH2	ENSG00000141378.17	ENST00000393038.3	True	True	True	
CHMP3	ENSG00000115561.18	ENST00000263856.9	True	True	True	
CDK5RAP1	ENSG00000101391.23	ENST00000346416.7	True	True	True	
RASD1	ENSG00000108551.7	ENST00000225688.4	True	True	True	
STYXL1	ENSG00000127952.19	ENST00000359697.8	True	True	True	
GINS2	ENSG00000131153.11	ENST00000253462.8	True	True	True	
MPC1	ENSG00000060762.22	ENST00000360961.11	True	True	True	
FKBP7	ENSG00000079150.20	ENST00000424785.7	True	True	True	
ZFR	ENSG00000056097.18	ENST00000265069.13	True	True	True	
ASB1	ENSG00000065802.14	ENST00000264607.9	True	True	True	
ASB4	ENSG00000005981.15	ENST00000325885.6	True	True	True	
NUB1	ENSG00000013374.19	ENST00000568733.6	True	True	True	
IFT25	ENSG00000081870.14	ENST00000194214.10	True	True	True	
SARAF	ENSG00000133872.16	ENST00000256255.11	True	True	True	
TPPP3	ENSG00000159713.13	ENST00000393957.7	True	True	True	
ASB2	ENSG00000100628.14	ENST00000555019.6	True	True	True	
PALS2	ENSG00000105926.18	ENST00000222644.10	True	True	True	
SUFU	ENSG00000107882.14	ENST00000369902.8	True	True	True	
LSM7	ENSG00000130332.17	ENST00000252622.15	True	True	True	
LSM8	ENSG00000128534.10	ENST00000249299.7	True	True	True	
CPSF3	ENSG00000119203.16	ENST00000238112.8	True	True	True	
TRAPPC2L	ENSG00000167515.13	ENST00000696289.1	True	True	True	
HECA	ENSG00000112406.7	ENST00000367658.3	True	True	True	
VPS29	ENSG00000111237.20	ENST00000549578.6	True	True	True	
CYB5R2	ENSG00000166394.17	ENST00000299498.11	True	True	True	
NLK	ENSG00000087095.15	ENST00000407008.8	True	True	True	
PADI3	ENSG00000142619.5	ENST00000375460.3	True	True	True	
ACSL5	ENSG00000197142.13	ENST00000354655.9	True	True	True	
GPRC5B	ENSG00000167191.14	ENST00000300571.7	True	True	True	
EMCN	ENSG00000164035.12	ENST00000296420.9	True	True	True	
CYB5R1	ENSG00000159348.15	ENST00000367249.9	True	True	True	
